GENDER,STRATUM,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,PROMEDIO
M,Stratum 3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,68,53,53,62,59,57
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,51,62,57,55,48,56
M,Stratum 1,No,No,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,58,55,60,64,59
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,59,58,62,64,55,60
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,59,57,47,47,49,50
M,Stratum 3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,52,53,65,58,57
M,Stratum 1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,39,48,53,42,46
F,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,56,48,48,53,43,48
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,45,41,40,42,52,44
F,Stratum 3,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,72,62,62,72,62,65
M,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,76,64,62,61,45,58
F,Stratum 2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,68,60,62,61,80,66
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,48,53,58,65,56
F,Stratum 4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,78,57,69,78,76,70
M,Stratum 3,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,75,74,77,74,67,73
F,Stratum 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,69,53,72,53,62
M,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,56,74,65,67,66
F,Stratum 6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,52,81,62,45,67,64
F,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,67,64,68,66,67,66
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,57,54,42,60,45,50
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,59,62,56,59,55,58
F,Stratum 3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,61,67,57,64,50,60
F,Stratum 5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,64,62,65,78,67
M,Stratum 3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,52,56,65,53,57
F,Stratum 6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,74,72,70,65,70
M,Stratum 6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,58,62,67,55,61
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,67,64,60,76,67
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,60,60,59,60,60
M,Stratum 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,52,45,52,58,46,50
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,57,58,66,58,43,56
M,Stratum 3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,59,52,53,62,53,55
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,60,57,70,80,67
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,62,65,68,48,61
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,73,64,64,72,52,63
M,Stratum 3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,79,87,72,71,62,73
F,Stratum 2,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,57,46,61,54,55
M,Stratum 3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,69,62,66,67,55,63
M,Stratum 1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,65,49,51,65,43,52
F,Stratum 1,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,69,70,66,67,70,68
M,Stratum 3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,58,57,57,66,70,63
M,Stratum 4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,41,46,46,49,46
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,58,64,64,59,52,60
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,84,70,72,79,80,75
F,Stratum 5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,66,66,74,61,67,67
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,78,68,72,81,78,75
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,80,57,60,74,60,63
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,64,53,58,63,60
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,62,59,64,59,61
F,Stratum 4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,69,65,75,67,69
F,Stratum 4,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,74,68,70,59,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,70,59,72,71,68
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,55,53,61,54,56
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,64,74,80,80,75
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,93,70,66,82,85,76
F,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,62,52,59,66,54,58
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,80,62,72,79,62,69
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,64,57,70,68,65
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,76,69,70,76,73
F,Stratum 3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,51,52,57,58,52,55
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,85,87,82,82,82,83
F,Stratum 5,No,Yes,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,62,64,72,73,68
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,68,58,58,71,53,60
F,Stratum 3,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,56,59,64,64,61
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,54,62,53,61,54,58
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,60,60,65,60,61
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,62,60,62,78,66
M,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,64,61,68,71,66
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,68,66,75,64,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,79,66,77,62,71
M,Stratum 4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,49,53,53,54,52
M,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,59,64,65,65,64,65
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,77,64,66,85,73
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,86,85,72,81,90,82
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,79,76,92,76,81
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,70,64,77,82,73
M,Stratum 1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,57,49,53,51,54,52
F,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,56,51,62,48,54
F,Stratum 4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,62,71,71,65,67
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,74,66,64,70,69
F,Stratum 4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,69,59,60,62,63
F,Stratum 3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,77,70,64,70,80,71
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,75,59,59,85,52,64
F,Stratum 3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,64,55,45,55,62,54
M,Stratum 3,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,66,67,66,67,62,66
M,Stratum 1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,52,59,52,59,46,54
F,Stratum 2,No,Yes,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,59,70,55,64,55,61
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,70,71,83,90,79
F,Stratum 4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,67,68,64,75,69
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,54,53,71,78,64
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,64,68,71,73,69
F,Stratum 2,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,53,57,52,53,53,54
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,84,74,76,77,70,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,64,68,80,75,72
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,51,41,44,48,54,47
M,Stratum 4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,46,50,53,50,50
M,Stratum 1,Yes,No,No,Yes,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,57,48,52,65,40,51
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,57,64,61,67,62
M,Stratum 4,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,68,100,100,78,87
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,49,48,48,53,49,50
F,Stratum 4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,56,58,51,60,48,54
M,Stratum 1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,52,57,58,42,52
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,54,45,44,59,62,53
M,Stratum 3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,58,55,61,70,61
M,Stratum 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,49,43,47,54,48
F,Stratum 2,No,No,No,No,No,No,Yes,Yes,No,No,PUBLIC,TECHNICAL/ACADEMIC,62,77,69,75,43,66
F,Stratum 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,62,59,66,63,49,59
F,Stratum 2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,56,57,58,52,56
M,Stratum 3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,53,56,55,53,52,54
M,Stratum 1,No,Yes,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,62,55,64,52,54,56
F,Stratum 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,55,46,53,50,50,50
F,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,85,74,71,77,75,74
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,72,62,58,64,60,61
F,Stratum 1,No,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,55,66,66,43,58
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,65,55,64
M,Stratum 2,No,No,No,No,No,No,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,67,69,70,50,64
M,Stratum 3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,67,50,55,65,57,57
M,Stratum 2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,74,77,71,81,55,71
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,74,71,68,49,66
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,51,56,61,54,56
F,Stratum 2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,55,54,53,55,50,53
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,52,53,51,58,54
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,60,59,58,50,57
M,Stratum 1,Yes,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,65,67,74,61,42,61
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,47,51,50,48,45,49
F,Stratum 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,65,68,66,68,58,65
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,62,64,66,62,64
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,64,61,58,64,62
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,62,58,72,58,63
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,53,39,42,61,65,52
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,47,67,68,58,65,65
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,61,51,57,59,60,57
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,50,52,59,54,54
F,Stratum 3,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,60,64,58,46,57
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,83,87,71,87,90,84
M,Stratum 4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,72,62,71,64,67
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,64,64,74,60,66
F,Stratum 3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,56,50,50,65,58,56
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,74,68,59,53,64
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,70,64,71,78,71
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,64,57,61,53,59
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,82,77,71,91,80,80
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,68,66,61,57,63
M,Stratum 2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,51,35,37,43,54,42
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,51,46,37,43,42,42
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,38,39,46,42,38,41
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,47,55,62,67,58
M,Stratum 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,55,59,53,59,49,55
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,93,79,74,92,80,81
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,74,62,77,64,69
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,62,61,66,65,64
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,74,66,65,82,72
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,68,62,78,62,68
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,62,71,64,66,52,63
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,60,59,61,65,62,62
F,Stratum 4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,55,52,52,53,49,52
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,36,38,56,49,45
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,49,57,57,52,55,55
M,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,64,69,65,48,62
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,79,69,65,78,73
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,48,53,47,56,53,52
F,Stratum 2,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,52,62,64,59,65,63
F,Stratum 1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,66,57,69,65,58,62
F,Stratum 1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,42,43,47,48,45,46
F,Stratum 2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,66,69,71,54,65
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,74,64,64,74,78,70
M,Stratum 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,66,74,65,67,68
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,70,67,57,55,62,60
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,35,58,57,44,46,51
M,Stratum 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,87,68,62,78,68,69
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,68,81,61,71,70
M,Stratum 2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,54,52,50,48,51
M,Stratum 2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,56,67,69,59,50,61
F,Stratum 3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,64,50,61,59,59
F,Stratum 1,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,96,59,69,91,64,71
M,Stratum 2,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,PUBLIC,TECHNICAL,69,49,48,77,68,61
F,Stratum 3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,65,64,65,71,68,67
F,Stratum 2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,54,50,61,57,56
F,Stratum 3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,53,85,66,65,68,71
F,Stratum 2,No,Yes,No,No,No,No,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,59,57,64,61,57,60
M,Stratum 1,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,49,50,56,50,51
M,Stratum 2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,62,51,57,61,52,55
M,Stratum 2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,65,57,62,61,48,57
F,Stratum 1,No,No,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,49,43,50,51,45,47
